ADMITTED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,INMATE_STATUS_CODE,SRG_FLG,TOP_CHARGE,INFRACTION,AGE_RANGE
03/13/2025 12:20:20 AM,MED,N_BRADH,B,M,DE,N_SRG_FLG,120.10,N_INFRACTION,36-45
04/02/2025 11:41:09 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,110-160.10,N_INFRACTION,26-35
08/10/2024 01:49:27 AM,MED,N_BRADH,B,M,DE,Y_SRG_FLG,265.03,N_INFRACTION,18-25
07/03/2024 07:51:00 PM,MIN,Y_BRADH,O,M,DEP,N_SRG_FLG,160.10,N_INFRACTION,46-55
06/14/2023 10:53:47 AM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,120.10,Y_INFRACTION,26-35
12/24/2024 04:01:00 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.25,N_INFRACTION,46-55
03/19/2025 11:53:54 AM,MAX,N_BRADH,O,M,DE,N_SRG_FLG,220.18,N_INFRACTION,36-45
03/05/2025 01:39:09 PM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,160.15,N_INFRACTION,26-35
01/07/2025 12:31:09 PM,MED,Y_BRADH,W,M,DE,N_SRG_FLG,130.65,N_INFRACTION,76-85
06/24/2024 11:25:35 AM,MAX,Y_BRADH,O,M,DE,Y_SRG_FLG,120.10,Y_INFRACTION,18-25
04/21/2025 08:24:09 PM,MED,N_BRADH,A,M,DE,N_SRG_FLG,FOA 900.00,N_INFRACTION,66-75
03/26/2023 01:43:56 AM,MAX,Y_BRADH,B,F,DE,N_SRG_FLG,125.25,Y_INFRACTION,36-45
03/18/2025 03:03:43 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
04/10/2025 11:17:13 AM,MED,N_BRADH,B,M,DE,Y_SRG_FLG,265.03,N_INFRACTION,18-25
04/18/2025 04:25:39 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,220.16,N_INFRACTION,36-45
09/05/2024 01:19:24 PM,MIN,N_BRADH,B,M,CS,N_SRG_FLG,110-265.03,N_INFRACTION,36-45
04/07/2025 12:33:00 AM,MIN,Y_BRADH,B,F,DE,N_SRG_FLG,120.05,N_INFRACTION,36-45
08/21/2024 11:28:36 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
09/14/2024 12:56:11 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,140.25,N_INFRACTION,36-45
08/25/2024 11:42:43 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
12/11/2024 12:15:18 PM,MIN,N_BRADH,B,M,DE,Y_SRG_FLG,105.17,N_INFRACTION,26-35
04/17/2025 11:29:30 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
09/09/2024 01:22:35 AM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,265.03,N_INFRACTION,26-35
09/05/2024 01:03:25 AM,MIN,N_BRADH,W,M,DE,N_SRG_FLG,140.25,Y_INFRACTION,46-55
10/05/2023 12:04:05 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,130.53,Y_INFRACTION,36-45
06/29/2023 11:45:21 AM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,120.05,Y_INFRACTION,46-55
10/31/2024 03:42:55 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,Y_INFRACTION,36-45
08/25/2024 08:43:54 PM,MIN,Y_BRADH,O,M,CS,N_SRG_FLG,,Y_INFRACTION,46-55
05/10/2024 05:03:00 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.25,N_INFRACTION,46-55
01/24/2025 12:24:50 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,145.05,N_INFRACTION,26-35
10/23/2024 11:36:54 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,215.51,N_INFRACTION,18-25
07/03/2020 04:43:32 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,26-35
03/10/2025 01:50:49 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,265.03,N_INFRACTION,18-25
05/03/2024 12:02:52 AM,MIN,N_BRADH,O,M,SSR,N_SRG_FLG,,N_INFRACTION,36-45
